Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA
1334437476,54260MB,NY,COM,08/22/2013,21,UTIL,FRUEH,S,54050,35580,35630,0,0061,61,0,527687,KS15,0000,0812A,,K,F,1722,KINGS HWY,,0,408,D1,,BBBYBBB,0800A,0830A,WHITE,0,2004,-,0,,,,,,,,,,,,,
1334484405,JCE8655,PA,PAS,07/19/2013,21,SDN,TOYOT,S,13610,36970,36990,0,0033,33,0,533214,MN12,0000,0806A,,NY,F,3850,BROADWAY,,0,408,D1,,YYYYYYB,0800A,0830A,WHITE,0,0,-,0,,,,,,,,,,,,,
1334487832,FDN4064,NY,PAS,07/19/2013,21,SUBN,NISSA,S,13610,37070,37090,20140923,0033,33,0,533214,MN12,0000,0814A,,NY,F,3952,BROADWAY,,0,408,D1,,YYYYYYB,0800A,0830A,BLACK,0,2011,-,0,,,,,,,,,,,,,
1334487844,T13DCX,NJ,PAS,07/19/2013,21,SUBN,CHEVR,S,13610,37070,37090,0,0033,33,0,533214,MN12,0000,0815A,,NY,F,3954,BROADWAY,,0,408,D1,,YYYYYYB,0800A,0830A,GOLD,0,0,-,0,,,,,,,,,,,,,
1334489520,68220JM,NY,COM,07/17/2013,21,VAN,CHEVR,S,10210,19410,19430,20140630,0025,25,0,549880,MN11,0000,0755A,,,F,2266,3RD AVE,,0,408,D1,,BBBBBBB,0730A,0800A,GREEN,0,1994,-,0,,,,,,,,,,,,,
1334489531,GBN2628,99,PAS,07/18/2013,21,SUBN,TOYOT,S,10610,34150,34170,20140830,0006,6,0,549880,MN02,0000,0740A,,NY,O,156,7TH AVE,,0,408,D1,,YYYYYYB,0730A,0800A,GRAY,0,2006,-,0,,,,,,,,,,,,,
1334489592,80991MB,NY,COM,08/13/2013,21,VAN,FORD,S,35830,14510,25690,20140331,0024,24,0,549880,MN02,0000,1145A,,NY,F,6,W 103RD ST,,0,408,D1,,BYBBYBB,1130A,0100P,BROWN,0,2005,-,0,,,,,,,,,,,,,
1334489907,X8559Y,NJ,PAS,08/01/2013,21,VAN,FORD,S,13610,35950,14210,0,0024,24,0,535036,MN02,0000,0753A,,NY,F,2828,BROADWAY,,0,408,D1,,YYYYYYB,0730A,0800A,BLUE,0,0,-,0,,,,,,,,,,,,,
1334497606,GFK6419,NY,PAS,07/27/2013,21,SDN,NISSA,S,5280,68730,10080,20150218,0068,68,0,794094,SI01,0000,0737A,,K,F,7018,3RD AVE,,0,408,D1,,BBBBBBY,0730A,0800A,SILVE,0,2013,-,0,,,,,,,,,,,,,
1334499044,54652JW,NY,COM,08/01/2013,21,VAN,DODGE,S,0,40404,40404,20141231,0013,13,0,601532,MN06,0000,1012A,,,F,227,30 ST,,0,408,D1,,BYBYBBB,1000A,1130A,GRAY,0,2006,-,0,,,,,,,,,,,,,
1334499287,685738N,NJ,PAS,07/16/2013,21,SDN,FORD,S,10210,17550,17570,0,0013,13,0,611201,MN06,0000,0815A,,NY,F,398,THIRD AVE,,0,408,D1,,YYYYYYB,0800A,0830A,BLACK,0,0,-,0,,,,,,,,,,,,,
1334499500,TPR153Y,VA,PAS,08/06/2013,21,SDN,NISSA,S,30150,70630,30430,0,0075,75,0,582902,SI01,0000,1108A,,K,F,714,COZINE AVE,,0,408,D1,,BYBBYBB,1100A,1230P,WHITE,0,0,-,0,,,,,,,,,,,,,
1334499573,522942,NY,PAS,08/10/2013,21,SDN,AUDI,X,13610,35070,35090,20140611,,0,0,582902,SI01,0000,0821A,,NY,F,1963,BROADWAY,,0,408,D1,,BBBBBBB,0800A,0830A,BLUE,0,2012,-,0,,,,,,,,,,,,,
1334499676,FAW4222,NY,PAS,07/21/2013,17,SDN,HYUND,S,0,0,0,20140615,0013,13,0,903588,MN06,0000,1040A,,NY,,,S/S E 26TH ST,30 FT EO 2 AVE,0,408,C4,,BBBBBBB,ALL,ALL,BLUE,0,2010,-,0,,,,,,,,,,,,,
1334499688,HSR6859,PA,PAS,07/21/2013,17,,GMC,S,0,0,0,0,0013,13,0,903588,MN06,0000,1042A,,NY,,,S/S E 26 ST,20 FT EO 2 AVE,0,408,C4,,BBBBBBB,ALL,ALL,TAN,0,0,-,0,,,,,,,,,,,,,
1334499720,X94A13,NJ,PAS,08/06/2013,17,,CHEVR,X,0,0,0,0,0013,13,0,903588,MN06,0000,1200P,,NY,F,,S/S E 26 ST,E 2 AVE,0,408,D1,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,,,,,,,,,
1334499834,53441JZ,NY,COM,07/29/2013,21,VAN,FORD,S,0,0,0,20150510,0013,13,0,903588,MN06,0000,0806A,,NY,,,W/S 3 AVE 10 SO,E 18 ST,0,408,D1,,YYYYYYB,0800A,0830A,WHITE,0,1999,-,0,,,,,,,,,,,,,
1334499860,64948MB,NY,COM,08/05/2013,40,VAN,FORD,S,17290,27110,10010,20141126,0013,13,0,903588,MN06,0000,0940A,,NY,F,336,E 15TH ST,,0,408,D1,,BBBBBBB,ALL,ALL,RED,0,2003,-,0,,,,,,,,,,,,,
1334499949,GEH2205,NY,PAS,07/26/2013,17,SDN,INFIN,S,0,0,0,20150107,0013,13,0,979762,MN06,0000,0621A,,R,,,S/E/C  26 ST,2 AVE,0,408,D1,,BBBBBBB,ALL,ALL,BLK,0,2006,-,0,,,,,,,,,,,,,
1334499986,L39BPZ,NJ,PAS,07/26/2013,17,SDN,ME/BE,S,0,0,0,0,0013,13,0,979762,MN06,0000,0620A,,,,,S/E/C  26 ST,2 AVE,0,408,C4,,BBBBBBB,ALL,ALL,WHITE,0,2013,-,0,,,,,,,,,,,,,
1334502742,EXY5686,NY,PAS,07/15/2013,17,SUBN,TOYOT,S,0,0,0,20140307,0009,9,0,903588,MN06,0000,1105A,,NY,,,S/S E 26 ST,50 FT EO 2 AVE,0,408,D1,,BBBBBBB,ALL,ALL,WHITE,0,2002,-,0,,,,,,,,,,,,,
1334502870,57975JE,NY,COM,07/29/2013,20,VAN,CHEVR,S,17310,32632,23390,20150724,0013,13,0,587099,MN06,0000,0807A,,NY,F,105,EAST 16 ST,,0,408,D1,,YYYYYYB,0800A,0700P,WHITE,0,2001,-,0,,,,,,,,,,,,,
1334504544,Z91DBP,NJ,PAS,08/02/2013,21,SDN,SUBAR,S,20390,16310,29890,0,0007,7,0,589308,MN03,0000,0120A,,,F,99,ESSEX ST,,0,408,D1,,YBYBYBB,1200A,0300A,SILVE,0,0,-,0,,,,,,,,,,,,,
1334504556,V47BPV,NJ,PAS,08/02/2013,21,SDN,HONDA,S,20390,14010,22890,0,0007,7,0,589308,MN03,0000,0130A,,NY,F,7,ESSEX ST,,0,408,D1,,YBYBYBB,1200A,0300A,BLUE,0,0,-,0,,,,,,,,,,,,,
1334504581,4GRE87,NY,PAS,08/02/2013,21,MC,HONDA,S,27590,31490,19890,0,0007,7,0,589308,MN03,0000,0146A,,NY,F,187,ORCHARD ST,,0,408,D1,,YBYBYBB,1200A,0300A,BLACK,0,0,-,0,,,,,,,,,,,,,
1334504611,T637387C,NY,SRF,08/13/2013,21,TAXI,TOYOT,X,19690,29990,14010,20140630,0005,5,0,589308,MN03,0000,0806A,,NY,F,179,EAST BROADWAY,,0,408,D1,,YYYYYYB,0800A,0830A,SILVE,0,0,-,0,,,,,,,,,,,,,
1334504660,YSY13U,NJ,PAS,08/22/2013,21,SDN,HONDA,S,36550,10410,24690,0,0032,32,0,589308,MN03,0000,1145A,,NY,F,15,W 139TH ST,,0,408,D1,,YBBYBBB,1130A,0100P,GREEN,0,0,-,0,,,,,,,,,,,,,
1334505925,GBR4665,NY,PAS,08/12/2013,21,SUBN,TOYOT,S,21690,27190,31890,20141231,0003,3,0,601532,MN06,0000,0820A,,K,F,384,GRAND ST,,0,408,K5,,YYYYYYB,0800A,0830A,SILVE,0,2011,-,0,,,,,,,,,,,,,
1334505937,GHK3840,NY,PAS,08/12/2013,21,SDN,CHEVR,S,21690,31890,15510,20140930,0003,3,0,601532,MN06,0000,0825A,,K,F,394,GRAND ST,,0,408,D1,,YYYYYYB,0800A,0830A,BLACK,0,2013,-,0,,,,,,,,,,,,,
1334505949,89986JX,NY,COM,08/12/2013,21,DELV,FORD,S,15510,21690,19690,20140228,0003,3,0,601532,MN06,0000,0835A,,K,F,181,CLINTON ST,,0,408,D1,,YBBYBBB,0800A,0930A,WHITE,0,0,-,0,,,,,,,,,,,,,
1334509153,485RPF,NM,PAS,07/21/2013,17,FOUR,DODGE,X,18730,10010,45590,0,0019,19,0,979814,MN08,0000,0030A,,NY,F,427,E 87 ST,,0,408,C4,,BBBBBBB,ALL,ALL,SILVE,0,2012,-,0,,,,,,,,,,,,,
1334509165,4EK94Y,NJ,PAS,07/21/2013,17,TWOD,ACURA,X,18730,10010,45590,0,0019,19,0,979814,MN08,0000,0032A,,NY,F,433,E 87 ST,,0,408,D,,BBBBBBB,ALL,ALL,RED,0,1994,-,0,,,,,,,,,,,,,
1334509177,GBV6959,NY,PAS,08/03/2013,17,SDN,SUBAR,S,18730,10010,45590,20140919,0019,19,0,979814,MN08,0000,0320A,,NY,F,431,E 87TH ST,,0,408,D1,,BBBBBBB,ALL,ALL,BLACK,0,2011,-,0,,,,,,,,,,,,,
1334509189,6UVU780,CA,PAS,08/05/2013,17,SUBN,VOLVO,S,18730,10010,45590,0,0019,19,0,979814,MN08,0000,0245A,,NY,F,427,E 87 ST,,0,408,D1,,BBBBBBB,ALL,ALL,GRAY,0,2005,-,0,,,,,,,,,,,,,
1334517460,EGW9968,NY,PAS,07/18/2013,21,SUBN,KIA,S,17430,10110,10010,20140627,0013,13,0,587099,MN06,0000,0940A,,NY,F,343,EAST 22 ST,,0,408,C4,,YBBYBBB,0930A,1100A,,0,0,-,0,,,,,,,,,,,,,
1334533350,Z5K90L,NJ,PAS,08/19/2013,21,SDN,TOYOT,S,35190,15710,13610,0,0020,20,0,832512,BM07,0000,0937A,,NY,F,133,WEST 71ST STREET,,0,408,F1,,YBBYBBB,0900A,1030A,GOLD,0,0,-,0,,,,,,,,,,,,,
1334533362,GBB3713,MD,PAS,08/19/2013,21,SDN,CHEVR,S,29690,35470,35490,0,0020,20,0,832512,BM07,0000,1137A,,NY,F,130,RIVERSIDE DRIVE,,0,408,D1,,YBBYBBB,1100A,1230P,GRAY,0,0,-,0,,,,,,,,,,,,,
1334533568,61895MD,NY,COM,08/20/2013,21,DELV,GMC,S,13610,35550,35570,20150731,0024,24,0,979839,MN07,0000,0814A,,NY,F,2427,BROADWAY,,0,408,D1,,YYYYYYB,0800A,0830A,WHITE,0,0,-,0,,,,,,,,,,,,,
1334534871,371LPG,IN,PAS,07/16/2013,21,SUBN,SUBAR,S,35730,11710,13610,0,0024,24,0,582902,MN07,0000,1210P,,NY,F,204,WEST 98 STREET,,0,408,D1,,BYBBYBB,1130A,0100P,WHITE,0,0,-,0,,,,,,,,,,,,,
1334534883,GFS6174,NY,PAS,07/18/2013,21,SDN,VOLKS,S,35850,11710,13610,20150529,0024,24,0,552962,MN07,0000,0946A,,NY,O,222,WEST 104 STREET,,0,408,D1,,YBBYBBB,0930A,1100A,WHITE,0,2013,-,0,,,,,,,,,,,,,
1334534925,7AX1619,MD,PAS,08/16/2013,21,SDN,TOYOT,S,29690,44990,29690,0,0024,24,0,582962,MN07,0000,1217P,,NY,F,285,RIVERSIDE DRIVE,,0,408,D1,,BYBBYBB,1130A,0100P,GRAY,0,0,-,0,,,,,,,,,,,,,
1334534937,GHP8113,NY,PAS,08/19/2013,21,SDN,TOYOT,S,13610,35810,35830,20150603,0024,24,0,582962,MN07,0000,0755A,,NY,F,2688,BROADWAY,,0,408,D1,,YYYYYYB,0730A,0800A,SILVE,0,2003,-,0,,,,,,,,,,,,,
1334534950,56265MA,NY,COM,08/20/2013,46,VAN,ME/BE,S,11710,35650,35670,20150430,0024,24,0,582936,MN07,0000,0838A,,NY,F,710,AMSTERDAM AVENUE,,0,408,D1,,BBBBBBB,ALL,ALL,WHITE,0,2011,-,0,,,,,,,,,,,,,
1334535309,GCK4424,NY,PAS,07/18/2013,21,SUBN,ACURA,S,13610,35430,35450,20141106,0020,20,0,957850,MN07,0000,0746A,,NY,F,2310,BROADWAY,,0,408,D1,,YYYYYYB,0730A,0800A,BLACK,0,2013,-,0,,,,,,,,,,,,,
1334535322,HXX5433,PA,PAS,07/18/2013,21,SDN,VOLKS,S,35570,14510,15710,0,0024,24,0,957850,MN07,0000,0838A,,NY,F,63,WEST 90 ST,,0,408,D1,,YBBYBBB,0830A,1000A,GRAY,0,0,-,0,,,,,,,,,,,,,
1334535346,XE369R,99,COM,07/18/2013,21,VAN,DODGE,S,35570,14510,15710,0,0024,24,0,957850,MN07,0000,0840A,,NY,F,53,WEST 90 ST,,0,408,D1,,YBBYBBB,0830A,1000A,BLUE,0,0,-,0,,,,,,,,,,,,,
1334535360,XM281E,NJ,PAS,07/18/2013,21,P-U,TOYOT,S,35570,14510,15710,0,0024,24,0,957850,MN07,0000,0845A,,NY,F,49,WEST 90 ST,,0,408,D1,,YBBYBBB,0830A,1000A,GRAY,0,0,-,0,,,,,,,,,,,,,
1334535401,WJY400,NJ,PAS,07/26/2013,21,SDN,TOYOT,S,35170,15710,13610,0,0020,20,0,957850,MN07,0000,0925A,,NY,F,114,WEST 70 ST,,0,408,D1,,BYBBYBB,0900A,1030A,BLUE,0,0,-,0,,,,,,,,,,,,,
1334535449,XP7815,99,COM,07/18/2013,21,DELV,FUSO,S,35570,14510,15710,0,0024,24,0,917850,MN07,0000,0850A,,NY,F,35,WEST 90 ST,,0,408,D1,,YBBYBBB,0830A,1000A,BLACK,0,0,-,0,,,,,,,,,,,,,
1334536855,GFG3998,NY,PAS,07/16/2013,21,SDN,HYUND,S,35310,44990,29690,20150514,0020,20,0,832512,BM07,0000,1158A,,,F,338,WEST 77TH STREET,,0,408,D1,,BYBBYBB,1100A,1230P,SILVE,0,2005,-,0,,,,,,,,,,,,,
1334537641,X56146,NY,COM,07/16/2013,21,VAN,FORD,S,35490,13610,44990,20150629,0024,24,0,582962,MN07,0000,0817A,,NY,O,286,WEST 86 STREET,,0,408,D1,,YYYYYYB,0800A,0830A,GREEN,0,2007,-,0,,,,,,,,,,,,,
1334537665,93298MC,NY,COM,07/16/2013,21,VAN,FORD,S,35710,13610,44990,20141130,0024,24,0,582962,MN07,0000,1201P,,NY,F,258,WEST 97 STREET,,0,408,D1,,BYBBYBB,1130A,0100P,WHITE,0,2013,-,0,,,,,,,,,,,,,
1334555813,GCR4138,NY,PAS,08/23/2013,21,SUBN,HONDA,S,34510,10810,10910,20130826,,0,0,587610,MN04,0000,0212A,,NY,F,357,WEST 37 ST,,0,408,D1,,BBBBYBB,0200A,0600A,GOLD,0,2006,-,0,,,,,,,,,,,,,
1334555837,51116JY,NY,COM,08/23/2013,21,DELV,MACK,S,34510,10810,10910,20140430,,0,0,587610,MN04,0000,0335A,,NY,F,347,W 37 ST,,0,408,D1,,BBBBYBB,0200A,0600A,WHITE,0,2002,-,0,,,,,,,,,,,,,
1334557810,M77AFB,NJ,PAS,07/18/2013,21,SDN,CHEVR,S,10210,19150,19170,20141130,0025,25,0,183130,BXLC,0000,0730A,0730A,NY,F,1996,3RD AVE,,20130718,408,D1,,BBBBBBB,0730A,0800A,BLACK,0,0,-,0,,,,,,,,,,,,,
1334584552,Y87CFZ,NJ,PAS,07/15/2013,21,SDN,HONDA,S,0,40404,40404,0,0005,5,0,527670,ME03,0000,1116A,1100A,,F,251,CLINTON,,0,408,D1,,YBBYBBB,1100A,1230P,BLACK,0,2010,-,0,,,,,,,,,,,,,
1334584576,Y87CFZ,NJ,PAS,07/18/2013,21,SDN,HONDA,S,15510,15010,30640,0,0007,7,0,527670,ME03,0000,1130A,1105A,NY,F,251,CLINTON ST,,0,408,D1,,YBBYBBB,1100A,1230P,BLACK,0,2008,-,0,,,,,,,,,,,,,
1334584618,GDF6927,NY,PAS,07/23/2013,21,SUBN,NISSA,S,0,15510,0,20141112,0007,7,0,527670,ME03,0000,0830A,0825A,,,,DELANCEY,CLINTON,0,408,C4,,BYBBYBB,0800A,0930A,BLACK,0,2010,-,0,,,,,,,,,,,,,
1334584620,623TTC,IN,PAS,08/01/2013,21,SUBN,FORD,S,12110,17230,17250,0,0007,7,0,527670,ME03,0000,0805A,0800A,NY,F,203,AVE A,,0,408,D1,,YBBYBBB,0800A,0830A,BLACK,0,2005,-,0,,,,,,,,,,,,,
1334584631,JGC4994,PA,PAS,08/01/2013,21,SDN,,S,0,40404,40404,20140514,0007,7,0,527670,ME03,0000,0815A,0810A,,F,33,AVE S,,20130801,408,D1,,YBBYBBB,0800A,0830A,GOLD,0,2007,-,0,,,,,,,,,,,,,
1334584655,GDN8900,99,PAS,08/01/2031,21,AUDI,,S,17210,10010,12110,20150212,0007,7,0,527670,ME03,0000,0906A,0900A,NY,O,404,EAST 11TH STREET,,20310801,408,D1,,YBBYBBB,0900A,1030A,BLK,0,0,-,0,,,,,,,,,,,,,
1334593360,GCM3232,NY,PAS,07/18/2013,21,SDN,HONDA,X,36610,22190,13610,20141114,0030,30,0,515324,MW09,0000,1210P,,NY,F,519,W 142 ST,,0,408,D1,,YBBYBBB,1100A,1230P,GREY,0,2012,-,0,,,,,,,,,,,,,
1334593474,54387MB,NY,COM,07/22/2013,21,P-U,FORD,S,41730,35430,35480,20130930,0070,70,0,584328,KS18,0000,0830A,,K,F,1419,FOSTER AVE,,0,408,D1,,YYYYYYB,0800A,0900A,WHITE,0,2002,-,0,,,,,,,,,,,,,
1334593498,T626315C,NY,SRF,08/01/2013,21,SDN,LINCO,S,12840,28245,20190,20140430,113,113,0,584328,KS18,0000,1150A,,Q,F,105-55,62ND DR,,0,408,D1,,BBBYBBB,1130A,0100P,BLACK,0,2004,-,0,,,,,,,,,,,,,
1334593528,GPE5000,PA,PAS,08/21/2013,21,SUBN,VOLVO,S,35030,18950,46130,20140131,0072,72,0,584328,KS18,0000,1030A,,K,F,82,E 5TH ST,,0,408,D1,,BBYBBBB,0930A,1100A,SILVE,0,2005,-,0,,,,,,,,,,,,,
1334593589,67402JV,NY,COM,08/22/2013,21,P-U,FORD,S,5580,9330,9380,20150228,0072,72,0,584328,KS18,0000,0750A,,K,F,5504,5TH AVE,,0,408,D1,,YYYYYYB,0730A,0800A,SILVE,0,2007,-,0,,,,,,,,,,,,,
1334593607,GCV3976,NY,PAS,08/22/2013,21,SDN,HONDA,S,5580,9730,9780,20141022,0072,72,0,584328,KS13,0000,0756A,,K,F,6314,5TH AVE,,0,408,D1,,BBBYBBB,0730A,0800A,BLACK,0,2009,-,0,,,,,,,,,,,,,
1334593632,T621803C,NY,SRF,08/22/2013,21,SDN,TOYOT,S,5580,8530,8580,20131031,0072,72,0,584328,KS18,0000,0815A,,K,F,3905,5TH AVE,,0,408,D1,,YYYYYYB,0800A,0830A,BLUE,0,2012,-,0,,,,,,,,,,,,,
1334593670,Z44BLX,NJ,PAS,07/19/2013,21,SDN,BMW,S,22190,13113,36530,0,0026,26,0,515324,MW09,0000,0739A,,NY,F,5,HAMILTON PL,,0,408,D1,,YYYYYYB,0730A,0800A,RED,0,0,-,0,,,,,,,,,,,,,
1334593681,GEL4942,NY,PAS,07/19/2013,21,SDN,NISSA,S,22190,13113,36530,20150612,0026,26,0,515324,MW09,0000,0740A,,NY,F,19,HAMILTON PL,,0,408,D1,,YYYYYYB,0730A,0800A,BLACK,0,1999,-,0,,,,,,,,,,,,,
1334593700,439202,RI,PAS,07/19/2013,21,SUBN,NISSA,S,36550,11710,22190,0,0026,26,0,515324,MW09,0000,1120A,,NY,F,520,WEST 139 ST,,0,408,D1,,BYBBYBB,1100A,1230P,BLUE,0,0,-,0,,,,,,,,,,,,,
1334593723,GHF1956,NY,PAS,07/19/2013,21,SUBN,CHRYS,S,36570,13610,29690,20131030,0030,30,0,515324,MW09,0000,1130A,,NY,F,602,WEST 140TH STREET,,0,408,D1,,BYBBYBB,1100A,1230P,BLUE,0,2001,-,0,,,,,,,,,,,,,
1334593759,FCW8541,NY,PAS,07/22/2013,21,SUBN,DODGE,S,36470,11710,13610,20140913,0030,30,0,515324,MW09,0000,1115A,,NY,F,519,W 135 ST,,0,408,D1,,YBBYBBB,1100A,1230P,BLUE,0,2005,-,0,,,,,,,,,,,,,
1334593772,GDM2418,NY,PAS,07/22/2013,21,SUBN,TOYOT,S,36510,13610,29690,20150115,0030,30,0,515324,MW09,0000,1130A,,NY,F,611,WEST 137 ST,,0,408,D1,,YBBYBBB,1100A,1230P,BLACK,0,2013,-,0,,,,,,,,,,,,,
1334593796,543425,RI,PAS,07/22/2013,21,SDN,VOLKS,S,36550,13610,29690,0,0030,30,0,515324,MW09,0000,1140A,,NY,O,610,WEST 139 ST,,0,408,D1,,YBBYYBB,1100A,1230P,GREY,0,0,-,0,,,,,,,,,,,,,
1334593802,Z33DEN,NJ,PAS,07/22/2013,21,SDN,TOYOT,S,36650,11710,13610,0,0030,30,0,515324,MW09,0000,1205P,,,F,541,W 144 ST,,0,408,D1,,YBBYBBB,1100A,1230P,GREY,0,0,-,0,,,,,,,,,,,,,
1334593851,GAJ1515,NY,PAS,07/26/2013,21,CONV,CHRYS,S,36690,11710,13610,20140828,0030,30,0,515324,MW09,0000,0817A,,NY,F,540,W 146 ST,,0,408,D1,,BYBBYBB,0800A,0930A,GREEN,0,1997,-,0,,,,,,,,,,,,,
1334593863,T601131,NY,SRF,07/26/2013,21,TAXI,LINCO,S,36690,11710,13610,20140531,0030,30,0,515324,MW09,0000,0820A,,NY,F,500,W 146 ST,,0,408,D1,,BYBBYBB,0800A,0930A,BLUE,0,2005,-,0,,,,,,,,,,,,,
1334593954,XP7315,NJ,PAS,07/18/2013,21,TRLR,ISUZU,S,31190,37530,37550,0,0034,34,0,589307,MN09,0000,0740A,,NY,F,1585,ST NICHOLAS AVE,,0,408,D1,,YYYYYYB,0730A,0800A,WHITE,0,0,-,0,,,,,,,,,,,,,
1334593991,GJA5036,NY,OMS,07/18/2013,21,SUBN,ME/BE,S,37650,10910,11010,20140930,0034,34,0,589307,MN09,0000,1000A,,NY,F,407,WEST 205 STREET,,0,408,D1,,BBBYBBB,0930A,1100A,BLUE,0,2013,-,0,,,,,,,,,,,,,
1334594016,R31CZL,NJ,PAS,07/18/2013,21,SUBN,FORD,S,37730,28090,28190,0,0034,34,0,589307,MN09,0000,1142A,,NY,O,520,WEST 218 STREET,,0,408,D1,,BBBYBBB,1130A,0100P,WHITE,0,0,-,0,,,,,,,,,,,,,
1334594028,S42A9K,NJ,PAS,07/18/2013,21,FOUR,HYUND,S,37730,28090,28190,0,0034,34,0,589307,MN09,0000,1144A,,NY,O,520,WEST 218 STREET,,0,408,D1,,BBBYBBB,1130A,0100P,GRAY,0,0,-,0,,,,,,,,,,,,,
1334594041,HZE8466,PA,PAS,07/18/2013,21,SUBN,BMW,S,29190,37630,37690,0,0034,34,0,589307,MN09,0000,1208P,,NY,F,105,POST AVENUE,,0,408,D1,,BBBYBBB,1130A,0100P,WHITE,0,0,-,0,,,,,,,,,,,,,
1334594065,GFZ2129,NY,PAS,07/18/2013,21,SUBN,TOYOT,S,13610,37701,37702,20150414,0034,34,0,589307,MN09,0000,1233P,,NY,O,5000,BROADWAY,,0,408,D1,,BBBBBBB,ALL,ALL,WHITE,0,2005,-,0,,,,,,,,,,,,,
1334596487,T634352C,NY,SRF,07/26/2013,21,SUBN,TOYOT,S,36650,11710,13610,20140531,0030,30,0,979840,MN09,0000,1130A,,NY,F,540,W 144TH STREET,,0,408,D1,,BYBBYBB,1100A,1230A,BLACK,0,2011,-,0,,,,,,,,,,,,,
1334596499,M59AZJ,NJ,PAS,07/26/2013,21,SUBN,HONDA,S,0,0,0,0,0026,26,0,979840,MN09,0000,1210P,,NY,,50,SOUTH OF W 138 ST,12TH AVE,0,408,F1,,BYBBYBB,1100A,1230P,SILVE,0,0,-,0,,,,,,,,,,,,,
1334596505,T631209C,NY,SRF,07/31/2013,21,SUBN,TOYOT,S,13610,22190,36510,20140630,0026,26,0,979840,MN09,0000,0850A,,NY,F,3371,BROADWAY,,0,408,D1,,YYYYYYB,0830A,0900A,BLACK,0,2013,-,0,,,,,,,,,,,,,
1334596517,GEH3034,NY,PAS,08/02/2013,21,SUBN,NISSA,X,36270,11710,27390,20150111,0026,26,0,979840,MN09,0000,0814A,,NY,F,518,W 125TH STREET,,0,408,K5,,BYBBYBB,0800A,0830A,SILVE,0,2012,-,0,,,,,,,,,,,,,
1334596530,GHK9128,NY,OMS,08/03/2013,21,SUBN,FORD,X,36270,11710,27390,20140930,0026,26,0,979840,MN09,0000,0815A,,NY,O,545,W 125TH STREET,,0,408,D1,,YYYYYYB,0800A,0830A,RED,0,2012,-,0,,,,,,,,,,,,,
1334596542,JGD6899,PA,PAS,08/03/2013,21,SUBN,AUDI,X,0,40404,40404,0,0026,26,0,979840,MV09,0000,0820A,,NY,O,1615,MASTERDAM AVE,,0,408,D1,,YYYYYYB,0800A,0830A,TAN,0,0,-,0,,,,,,,,,,,,,
1334596554,JFE4755,PA,PAS,08/03/2013,41,SUBN,CHEVR,X,11710,36230,24490,0,0026,26,0,979840,MN09,0000,0825A,,NY,O,1305,AMSTERDAM AVE,,0,408,D1,,YYYYYYB,0800A,0830A,BLACK,0,0,-,0,,,,,,,,,,,,,
1334596566,P30DGP,NJ,PAS,08/05/2013,21,SUBN,NISSA,S,0,40404,40404,0,0030,30,0,979840,MN09,0000,0823A,,NY,F,3574,B DWAY,,0,408,D1,,YYYYYYB,0800A,0900A,WHITE,0,0,-,0,,,,,,,,,,,,,
1334596608,GEB5618,99,PAS,08/13/2013,46,SUBN,HONDA,S,36690,11710,13610,20150111,130,130,0,979840,MN09,0000,0836A,,NY,O,514,W 146TH STREET,,0,408,D1,,BBBBBBB,ALL,ALL,BLACK,0,2010,-,0,,,,,,,,,,,,,
1334597674,GJC8287,NY,PAS,07/26/2013,46,SUBN,HONDA,S,36510,13610,29690,20130714,0030,30,0,515324,MW09,0000,1210P,,NY,O,616,WEST 137 ST,,0,408,D1,,BBBBBBB,ALL,ALL,BLACK,0,2010,-,0,,,,,,,,,,,,,
1334597686,GEL3863,NY,PAS,07/26/2013,21,SUBN,HONDA,S,36470,13610,29690,20150501,0032,32,0,515324,MW09,0000,1215P,,NY,F,618,WEST 135 ST,,0,408,D1,,BYBBYBB,1100A,1230P,BLUE,0,2005,-,0,,,,,,,,,,,,,
1334597698,T479343C,NY,SRF,07/26/2013,21,VAN,TOYOT,S,36470,11710,13610,20130831,0030,30,0,515324,MW09,0000,1220P,,NY,F,508,W 135 ST,,0,408,D1,,BYBBYBB,1100A,1230P,WHITE,0,2010,-,0,,,,,,,,,,,,,
1334597704,GAJ1515,NY,PAS,07/30/2013,21,CONV,CHRYS,S,13610,36630,36650,20140828,0030,30,0,515324,MW09,0000,0840A,,NY,F,3515,BROADWAY,,0,408,D1,,YYYYYYB,0830A,0900A,GREEN,0,1997,-,0,,,,,,,,,,,,,
